#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
995,Nendah Tarke,CSU,20,25.9,3.0,6.0,0.504,0.9,2.9,0.333,2.8,4.5,0.615,2.1,2.5,1.0,3.9,4.8,1.1,1.7,0.3,9.8,2021
996,A.J. Staton-McCray,SU,19,26.3,3.3,9.5,0.343,1.4,4.9,0.287,1.9,2.5,0.75,1.8,2.8,0.8,3.7,4.6,1.7,1.7,0.4,9.8,2021
997,Mahamadou Diawara,STET,25,22.0,3.7,6.6,0.5670000000000001,0.0,0.0,0.0,2.4,4.2,0.5660000000000001,2.4,2.9,2.2,4.2,6.3,0.3,0.5,1.0,9.8,2021
998,Chris Shelton,HU,25,30.7,3.5,7.1,0.4920000000000001,2.7,5.5,0.486,0.2,0.3,0.7140000000000001,0.8,1.9,0.5,1.6,2.1,0.7,0.8,0.2,9.8,2021
999,Avery Sullivan,LU,28,32.3,3.5,7.9,0.4370000000000001,0.0,0.1,0.0,2.9,3.7,0.779,1.9,2.9,2.1,5.1,7.2,0.9,0.9,0.6,9.8,2021
1000,Drew Peterson,USC,33,28.8,3.5,8.2,0.424,1.1,2.8,0.385,1.8,2.6,0.701,1.7,1.8,0.8,4.2,5.0,2.7,0.6,0.3,9.8,2021
1001,Jacob Falko,GWU,26,29.0,3.5,8.5,0.41,1.0,3.3,0.299,1.8,2.3,0.797,1.4,2.0,0.9,4.0,4.9,1.9,1.4,0.2,9.8,2021
1002,Darnell Rogers,UMBC,20,28.1,2.8,7.3,0.384,1.8,4.5,0.4,2.4,3.0,0.8,1.7,2.6,0.2,1.2,1.4,1.8,1.2,0.0,9.8,2021
1003,Manny Bates,NCST,24,27.3,4.2,6.5,0.6409999999999999,0.0,0.0,0.0,1.5,2.1,0.6859999999999999,1.2,2.6,2.1,3.8,5.9,0.7,0.5,2.7,9.8,2021
1004,Jacob Davison,EWU,22,21.0,3.3,8.6,0.386,1.5,4.1,0.35600000000000004,1.7,2.1,0.804,1.5,2.0,0.4,2.2,2.6,1.5,0.6,0.4,9.8,2021
1005,Zach Kent,DESU,17,22.2,3.6,8.5,0.421,1.1,3.5,0.305,1.5,2.2,0.684,1.7,2.3,0.5,3.6,4.1,0.7,0.2,1.2,9.8,2021
1006,Joshua Johnson,UAPB,25,30.1,2.8,8.7,0.317,1.1,3.8,0.284,3.2,3.6,0.868,2.9,1.5,0.4,2.3,2.7,3.2,1.2,0.0,9.8,2021
1007,Marek Dolezaj,SU,28,35.0,3.3,6.1,0.544,0.0,0.1,0.0,3.1,3.6,0.853,1.7,2.9,1.6,3.6,5.2,3.2,1.1,0.9,9.8,2021
1008,Joseph Girard III,SU,28,27.7,3.3,9.2,0.35700000000000004,1.8,5.4,0.333,1.4,1.8,0.78,2.1,1.2,0.2,2.7,2.9,3.5,1.4,0.1,9.8,2021
1009,J.J. Miles,ECU,16,27.2,3.8,9.8,0.385,1.4,4.8,0.303,0.8,0.9,0.929,1.7,2.2,0.6,2.4,2.9,1.8,0.9,0.4,9.8,2021
1010,Johnny O'Neil,AU,8,27.8,3.2,7.9,0.413,2.0,5.1,0.39,1.2,2.0,0.625,1.9,2.8,0.9,5.1,6.0,0.8,0.4,1.5,9.8,2021
1011,Miles Norris,UCSB,27,25.5,3.8,7.9,0.481,1.1,3.0,0.378,1.0,1.4,0.757,0.9,1.6,0.7,3.8,4.6,1.8,0.7,0.9,9.7,2021
1012,Logan Dye,SU,19,17.2,3.7,8.0,0.467,0.6,2.1,0.275,1.7,2.5,0.667,1.4,3.0,1.7,2.7,4.4,0.5,0.4,0.3,9.7,2021
1013,T.J. Weeks,UMass,15,20.5,3.4,9.2,0.37,1.5,5.1,0.303,1.4,1.9,0.7240000000000001,1.1,1.1,0.9,2.6,3.5,1.1,0.9,0.3,9.7,2021
1014,Tyler Moffe,CIT,22,29.3,3.4,8.5,0.403,1.1,3.0,0.358,1.8,2.4,0.755,2.4,2.5,0.5,3.7,4.2,4.1,0.8,0.5,9.7,2021
1015,Tymu Chenery,QU,22,27.7,3.5,8.8,0.397,1.4,4.2,0.337,1.3,2.2,0.604,1.5,2.7,1.0,2.8,3.8,0.8,0.8,0.7,9.7,2021
1016,Jamir Moultrie,NCCU,11,21.0,3.3,8.0,0.409,1.8,4.1,0.444,1.4,1.7,0.789,1.2,2.2,0.3,0.8,1.1,0.8,0.5,0.1,9.7,2021
1017,Brice Williams,CHAR,25,29.4,3.4,7.3,0.473,1.2,2.9,0.431,1.6,2.3,0.7020000000000001,1.1,2.2,0.8,3.2,4.0,1.0,0.8,0.4,9.7,2021
1018,Mouhamadou Gueye,SB,21,26.5,3.4,8.0,0.429,0.5,1.4,0.345,2.4,3.3,0.725,2.5,2.5,1.6,5.5,7.1,2.0,0.8,3.1,9.7,2021
1019,Brachen Hazen,BSU,21,23.1,3.5,7.1,0.493,0.4,1.2,0.32,2.3,3.0,0.762,1.9,2.6,1.9,3.8,5.6,1.3,0.8,0.5,9.7,2021
1020,A.J. Oliver,ODU,21,29.5,3.3,8.2,0.405,1.6,5.1,0.308,1.5,1.7,0.8859999999999999,0.9,2.6,0.7,2.3,3.0,1.1,0.5,0.2,9.7,2021
1021,Wendell Moore,DUKE,24,27.7,3.6,8.6,0.417,0.9,3.0,0.301,1.6,1.9,0.848,2.0,2.4,1.2,3.5,4.8,2.7,1.2,0.2,9.7,2021
1022,Trey Calvin,WRST,24,31.2,3.4,9.7,0.349,1.7,5.2,0.32,1.3,1.6,0.795,1.7,2.1,0.3,2.2,2.5,3.5,1.2,0.2,9.7,2021
1023,Darius Beane,NIU,17,29.8,3.7,10.6,0.348,0.4,1.8,0.226,1.9,2.9,0.653,1.9,2.5,1.6,2.9,4.5,2.2,1.3,0.4,9.7,2021
1024,Josh Langford,MSU,27,28.1,3.4,9.1,0.377,1.3,3.8,0.343,1.5,2.0,0.745,1.4,2.2,1.1,2.4,3.6,1.8,0.6,0.3,9.7,2021
1025,Christian Braun,KU,30,31.1,3.1,8.1,0.38,1.7,5.1,0.34,1.8,2.3,0.7859999999999999,1.3,1.7,1.2,4.0,5.2,1.9,1.2,0.4,9.7,2021
1026,Maciej Bender,MER,20,17.0,4.1,6.8,0.607,0.0,0.0,0.0,1.5,2.8,0.536,0.7,1.9,1.6,2.5,4.2,0.5,0.6,1.4,9.7,2021
1027,Tykei Greene,SB,23,30.6,3.6,8.3,0.4370000000000001,1.0,3.3,0.299,1.5,2.7,0.5479999999999999,1.8,2.1,2.2,4.7,6.9,0.8,0.7,0.2,9.7,2021
1028,Ben Harvey,SIU,26,23.3,3.3,7.5,0.446,1.1,2.8,0.384,1.9,2.5,0.7809999999999999,1.4,1.6,0.3,3.4,3.7,1.5,0.7,0.1,9.7,2021
1029,Mark Smith,MU,26,29.5,3.1,8.3,0.3720000000000001,1.5,4.9,0.315,2.0,2.6,0.765,1.5,2.4,0.5,2.7,3.2,1.0,1.0,0.2,9.7,2021
1030,C.J. Felder,BC,19,27.9,3.5,7.7,0.459,1.2,3.7,0.314,1.5,2.4,0.622,1.5,2.6,1.4,4.6,5.9,0.9,1.0,2.2,9.7,2021
1031,Mattias Markusson,LMU,22,21.5,3.3,5.2,0.635,0.0,0.0,0.0,3.0,4.0,0.7609999999999999,1.6,2.7,1.9,4.1,6.0,0.2,0.4,0.8,9.7,2021
1032,Marko Lukic,UALR,25,24.8,3.2,7.4,0.425,1.5,4.4,0.336,1.9,2.4,0.797,1.3,1.4,0.6,1.5,2.1,1.2,0.8,0.2,9.7,2021
1033,Xavier Dusell,UW,25,23.9,3.3,6.6,0.4970000000000001,2.3,5.0,0.456,0.8,1.2,0.7,0.8,2.4,0.2,1.7,1.9,0.9,0.4,0.0,9.7,2021
1034,Joey Hauser,MSU,28,21.5,3.4,7.1,0.475,1.2,3.6,0.34,1.8,2.4,0.721,1.9,2.6,1.4,4.2,5.6,1.4,0.4,0.2,9.7,2021
1035,Javan Johnson,ISU,21,29.6,3.9,10.0,0.389,1.2,4.5,0.266,0.7,1.0,0.7,2.3,2.9,0.8,3.6,4.3,2.7,0.5,0.9,9.7,2021
1036,Makai Ashton-Langford,BC,15,26.4,3.4,8.1,0.418,0.8,3.4,0.235,2.1,3.1,0.66,1.7,3.3,0.5,2.9,3.3,3.2,1.7,0.1,9.7,2021
1037,Bryce Pope,UCSD,15,26.4,3.9,8.4,0.468,1.7,4.2,0.397,0.1,0.4,0.333,1.1,0.7,0.2,2.1,2.3,0.8,0.2,0.0,9.7,2021
1038,Myles Baker,CCSU,15,20.2,3.3,8.7,0.382,1.7,4.9,0.35100000000000003,1.3,1.8,0.7040000000000001,2.0,1.1,0.5,1.5,1.9,0.5,0.7,0.1,9.7,2021
1039,Jordan Wood,HU,3,28.7,3.3,9.3,0.35700000000000004,2.3,6.7,0.35,0.7,0.7,1.0,1.3,3.0,0.7,2.3,3.0,1.7,1.0,0.7,9.7,2021
1040,Prince Moss,GSU,24,26.5,3.2,7.0,0.458,1.2,2.7,0.462,2.0,2.6,0.758,2.1,2.6,1.0,2.8,3.8,1.5,0.8,0.3,9.6,2021
1041,Jason Gibson,TU,16,26.1,2.9,7.5,0.392,1.5,4.5,0.333,2.2,2.9,0.7829999999999999,1.8,2.6,0.2,1.3,1.5,1.8,0.5,0.1,9.6,2021
1042,A.J. Reeves,PROV,26,31.4,3.0,8.6,0.353,1.8,5.8,0.32,1.7,2.0,0.846,1.5,1.5,0.7,2.9,3.6,1.7,1.0,0.1,9.6,2021
1043,Samuell Williamson,U of L,18,28.7,3.9,8.1,0.479,0.5,2.0,0.25,1.3,1.9,0.706,1.7,2.3,2.1,6.0,8.1,1.2,0.3,0.1,9.6,2021
1044,Yauhen Massalski,USD,10,21.9,4.1,6.9,0.594,0.0,0.0,0.0,1.4,2.1,0.667,2.8,2.3,2.5,5.8,8.3,1.1,0.4,2.2,9.6,2021
1045,Caleb Daniels,VILL,25,26.0,3.2,7.6,0.414,1.8,4.6,0.386,1.5,1.9,0.792,1.6,2.8,0.5,1.7,2.2,1.2,0.4,0.0,9.6,2021
1046,Josh Alexander,AU,10,28.6,4.1,6.9,0.594,0.0,0.1,0.0,1.4,2.5,0.56,2.8,2.3,1.4,3.2,4.6,2.4,1.0,1.4,9.6,2021
1047,Quinlan Bennett,LU,15,27.5,4.0,8.2,0.488,0.1,0.5,0.25,1.5,2.5,0.579,2.7,2.5,1.1,3.2,4.3,1.2,1.2,0.1,9.6,2021
1048,Jalen Dalcourt,SJSU,15,23.5,3.4,9.4,0.362,1.9,5.3,0.354,0.9,1.3,0.737,1.6,1.4,0.1,2.3,2.4,0.9,0.6,0.1,9.6,2021
1049,Dexter Dennis,WSU,22,28.5,3.0,8.2,0.3670000000000001,1.6,4.9,0.336,2.0,2.5,0.7959999999999999,1.4,2.1,1.3,3.1,4.4,0.8,0.7,0.8,9.6,2021
1050,Jalen Rucker,USMA,22,24.1,3.5,9.4,0.377,0.8,3.4,0.227,1.7,2.2,0.792,1.9,1.6,0.1,1.9,2.0,2.7,0.6,0.0,9.6,2021
1051,Ja'Monta Black,MSU,24,31.1,3.2,7.9,0.4,2.2,6.3,0.358,1.0,1.3,0.75,1.4,1.5,0.2,3.1,3.3,1.7,0.5,0.1,9.6,2021
1052,Sherif Kenney,LU,24,24.2,2.8,7.1,0.394,1.4,4.1,0.34700000000000003,2.6,3.8,0.6890000000000001,2.2,1.8,0.3,1.6,1.9,1.7,1.0,0.1,9.6,2021
1053,Anthony Walker III,UM,26,26.5,3.5,8.2,0.425,0.6,2.5,0.234,2.0,2.8,0.7120000000000001,1.8,2.0,1.1,3.6,4.7,1.0,0.7,0.8,9.6,2021
1054,Gabe Quinnett,U of I,21,31.7,3.5,8.2,0.43,1.7,3.9,0.439,0.8,0.9,0.944,2.3,1.9,0.1,1.3,1.4,1.7,0.4,0.0,9.6,2021
1055,Makhel Mitchell,URI,25,22.3,3.9,7.4,0.522,0.0,0.1,0.0,1.8,3.8,0.469,2.0,3.5,1.9,3.7,5.6,0.9,0.4,1.7,9.6,2021
1056,Dalano Banton,UNL,27,27.4,3.3,8.1,0.411,0.7,3.0,0.247,2.1,3.3,0.659,2.5,2.1,1.0,4.9,5.9,3.9,1.0,0.9,9.6,2021
1057,Jamal Cain,MU,27,29.9,3.7,8.3,0.442,1.3,3.7,0.343,1.0,1.3,0.722,1.1,2.4,1.4,4.8,6.3,1.0,0.9,0.3,9.6,2021
1058,Brandon Suggs,ECU,18,25.2,3.2,7.3,0.435,0.8,2.2,0.359,2.4,3.8,0.638,2.1,2.2,1.1,3.2,4.3,2.0,1.0,0.5,9.6,2021
1059,Lester Quinones,UM,28,26.4,3.2,7.4,0.4320000000000001,1.6,3.9,0.4,1.6,2.4,0.672,1.4,2.4,1.6,4.2,5.8,1.9,0.9,0.2,9.5,2021
1060,Chad Baker,DUQ,15,24.4,3.1,7.0,0.438,1.7,4.0,0.417,1.7,2.1,0.812,0.9,3.0,0.7,2.2,2.9,1.1,1.0,0.9,9.5,2021
1061,Yuri Covington,W&M,17,29.3,3.5,9.3,0.38,1.0,3.0,0.333,1.5,1.8,0.8059999999999999,3.9,2.2,0.5,3.1,3.5,2.1,0.5,0.0,9.5,2021
1062,Kwane Marble II,UW,23,22.9,2.9,6.4,0.456,0.7,2.3,0.308,3.0,4.1,0.7340000000000001,1.5,2.1,1.4,2.7,4.1,1.2,1.0,0.0,9.5,2021
1063,Justin Kier,UGA,25,30.9,3.1,7.9,0.394,1.5,4.0,0.366,1.8,2.4,0.75,2.4,1.8,0.4,3.3,3.7,2.4,1.7,0.1,9.5,2021
1064,Galen Alexander,TSU,25,24.5,3.3,7.4,0.443,1.0,3.0,0.338,2.0,3.0,0.653,1.8,2.2,1.0,3.7,4.7,1.0,0.9,0.4,9.5,2021
1065,Cooper Neese,ISU,25,28.4,3.3,8.0,0.412,1.7,4.4,0.391,1.2,1.5,0.816,1.4,1.6,0.2,3.1,3.3,1.3,0.8,0.1,9.5,2021
1066,Warith Alatishe,OSU,33,27.5,4.3,8.5,0.509,0.0,0.4,0.071,0.9,1.6,0.537,1.5,2.7,3.2,5.4,8.6,1.8,1.2,1.4,9.5,2021
1067,Hunter Marks,UHA,24,34.9,3.1,8.1,0.381,0.9,4.0,0.232,2.4,3.1,0.784,1.6,1.7,1.4,4.4,5.8,1.4,0.3,0.7,9.5,2021
1068,"Greg Williams, Jr.",STJ,24,24.8,3.1,6.7,0.463,1.1,2.4,0.448,2.2,3.1,0.73,1.3,2.1,0.2,1.9,2.1,2.1,1.3,0.6,9.5,2021
1069,Alexis Yetna,USF,16,27.2,3.5,7.6,0.463,1.1,3.4,0.315,1.4,2.0,0.7190000000000001,1.1,2.1,2.6,4.8,7.3,0.8,0.4,0.6,9.5,2021
1070,Colton Sandage,WIU,22,20.1,2.8,7.0,0.396,1.2,4.0,0.303,2.7,3.7,0.741,1.1,2.3,0.4,1.7,2.1,2.0,0.5,0.1,9.5,2021
1071,Rahsaan Edwards,SCSU,18,27.7,3.3,9.3,0.353,1.8,5.0,0.3670000000000001,1.1,1.8,0.606,1.7,1.6,0.4,2.3,2.7,2.2,0.6,0.0,9.5,2021
1072,Day'Ron Sharpe,UNC,29,19.2,3.9,7.4,0.519,0.0,0.1,0.0,1.8,3.5,0.505,2.0,2.0,3.3,4.2,7.6,1.4,0.8,0.9,9.5,2021
1073,Eli Brooks,UM,27,31.0,3.3,7.7,0.426,1.4,3.6,0.396,1.5,1.6,0.909,1.1,1.1,0.4,2.7,3.1,3.1,1.1,0.2,9.5,2021
1074,C.J. Walker,OSU,27,30.0,3.0,7.4,0.41,0.5,1.8,0.265,2.9,3.1,0.94,2.0,2.6,0.4,2.8,3.2,4.4,0.9,0.1,9.5,2021
1075,John Fulkerson,UT,25,26.2,3.6,6.8,0.527,0.0,0.1,0.0,2.4,3.2,0.747,1.3,1.9,1.6,4.0,5.5,1.7,0.5,0.6,9.5,2021
1076,Kihei Clark,UVA,25,34.0,3.4,8.3,0.411,0.8,2.5,0.32299999999999995,1.9,2.6,0.7340000000000001,2.1,1.2,0.2,1.8,2.0,4.5,0.7,0.0,9.5,2021
1077,Jaden Sayles,SB,21,24.0,3.9,7.9,0.494,0.1,0.5,0.2,1.6,2.9,0.55,1.7,1.7,1.5,3.4,4.9,1.4,0.2,0.6,9.5,2021
1078,Justyn Mutts,VT,22,29.5,3.8,7.4,0.512,0.7,2.0,0.333,1.2,2.4,0.509,2.3,2.8,1.7,4.7,6.4,2.2,0.6,0.8,9.5,2021
1079,Owen McCormack,PC,22,31.0,3.3,7.5,0.439,1.4,4.2,0.333,1.5,2.0,0.733,1.5,3.0,2.1,2.9,5.0,1.8,0.6,0.3,9.5,2021
1080,Trent Stephney,UNCA,20,29.8,3.2,7.8,0.413,0.8,2.9,0.263,2.3,2.9,0.7929999999999999,3.0,1.6,0.7,2.6,3.3,3.1,1.4,0.3,9.4,2021
1081,Tre Mitchell,CCSU,18,23.8,3.2,8.1,0.4,1.8,4.8,0.368,1.2,1.7,0.71,0.9,1.6,0.4,1.8,2.3,0.9,1.1,0.1,9.4,2021
1082,Dzmitry Ryuny,USF,25,27.0,3.2,7.8,0.418,2.2,6.0,0.3670000000000001,0.8,1.1,0.679,0.9,2.5,1.0,4.6,5.6,0.8,0.8,0.8,9.4,2021
1083,Jamel Horton,ALB,16,29.1,3.3,7.8,0.4270000000000001,0.7,1.9,0.355,2.1,2.6,0.81,1.9,2.0,0.2,3.3,3.6,3.1,1.0,0.2,9.4,2021
1084,Virshon Cotton,LIU,16,29.8,3.4,9.8,0.34600000000000003,1.6,5.8,0.28300000000000003,1.1,1.4,0.7390000000000001,2.8,2.7,0.2,3.6,3.9,3.2,1.3,0.0,9.4,2021
1085,Emanuel Littles,UNA,23,29.1,4.0,7.4,0.532,0.0,0.0,0.0,1.5,2.6,0.583,2.6,2.2,3.3,6.7,9.9,1.1,0.9,0.4,9.4,2021
1086,Chimezie Offurum,MSMU,23,31.6,3.4,8.8,0.389,0.7,2.9,0.224,1.9,2.7,0.698,1.8,2.5,1.4,4.8,6.2,2.0,1.5,0.6,9.4,2021
1087,Kenan Blackshear,FAU,23,23.9,3.0,6.5,0.46,0.9,2.7,0.317,2.6,3.4,0.747,2.0,2.7,1.3,3.0,4.3,1.7,1.5,0.1,9.4,2021
1088,Jordan Jones,MAR,21,21.7,3.7,6.3,0.591,0.0,0.0,0.0,2.0,3.2,0.618,2.0,3.5,1.9,3.6,5.4,0.8,0.6,1.9,9.4,2021
1089,Jannson Williams,MU,22,24.1,3.4,8.1,0.421,1.8,5.5,0.328,0.8,1.2,0.654,0.7,2.5,0.7,3.6,4.3,0.4,0.7,2.0,9.4,2021
1090,Jaylon Hall,WRST,22,25.9,3.2,6.9,0.464,1.5,3.5,0.442,1.5,2.1,0.7020000000000001,2.4,2.1,0.2,2.3,2.5,2.4,0.8,0.0,9.4,2021
1091,Jan Zidek,PU,22,21.3,3.4,7.6,0.443,1.7,4.7,0.359,1.0,1.3,0.7859999999999999,0.8,1.8,0.8,2.8,3.5,0.5,0.2,0.0,9.4,2021
1092,Jamal Johnson,AU,27,25.6,3.0,8.2,0.36,2.1,5.7,0.361,1.4,1.9,0.731,0.9,2.1,0.6,1.9,2.5,1.3,0.8,0.1,9.4,2021
1093,Kalib Boone,OSU,30,20.6,3.8,5.9,0.642,0.0,0.0,0.0,1.9,2.9,0.6509999999999999,1.9,2.5,1.7,3.7,5.4,0.8,0.6,1.6,9.4,2021
1094,Jalen Jordan,MTSU,20,26.6,2.9,6.8,0.426,1.8,4.0,0.4320000000000001,1.9,2.2,0.841,2.3,1.8,0.3,2.5,2.9,1.9,0.9,0.0,9.4,2021
1095,Jordan Brown,U of A,26,19.4,3.6,6.4,0.56,0.0,0.0,0.0,2.2,3.7,0.598,1.0,2.3,1.6,3.6,5.2,0.6,0.5,0.9,9.4,2021
1096,Dravon Mangum,RU,26,27.1,3.0,7.3,0.405,1.3,4.1,0.321,2.2,2.8,0.757,1.8,1.7,1.4,2.8,4.2,0.6,0.4,0.2,9.4,2021
1097,J.T. Thor,AU,27,23.1,3.1,7.1,0.44,0.8,2.7,0.297,2.3,3.1,0.741,1.6,2.0,1.6,3.4,5.0,0.9,0.8,1.4,9.4,2021
1098,Brenden Tucker,C of C,19,25.3,2.8,7.5,0.378,0.7,1.9,0.35100000000000003,3.0,4.3,0.7040000000000001,1.6,1.8,0.6,1.4,1.9,1.3,0.8,0.1,9.4,2021
1099,Rasheen Dunn,STJ,22,29.0,3.5,8.5,0.412,0.2,1.5,0.156,2.1,3.1,0.691,2.4,1.6,0.3,2.5,2.9,4.0,1.4,0.0,9.4,2021
1100,Branden Carlson,U of U,25,23.4,3.9,7.1,0.551,0.4,0.8,0.5,1.1,1.8,0.609,0.9,2.2,1.0,3.5,4.6,0.7,0.2,1.7,9.4,2021
1101,Jordyn Adams,APSU,20,28.2,3.2,9.8,0.332,1.4,4.4,0.307,1.5,1.6,0.909,2.5,1.4,0.5,2.1,2.6,2.2,1.1,0.1,9.3,2021
1102,Caleb Hollander,BEL,26,20.3,3.4,8.0,0.43,1.5,4.5,0.333,1.0,1.5,0.684,1.1,1.5,1.2,3.1,4.3,1.3,0.6,0.2,9.3,2021
1103,Greg Brown III,UT,26,20.6,3.1,7.4,0.42,1.2,3.5,0.33,2.0,2.8,0.708,2.3,3.0,1.2,5.0,6.2,0.4,0.6,1.0,9.3,2021
1104,Jordan Sears,GWU,26,21.8,3.2,7.1,0.451,1.4,3.6,0.398,1.5,1.8,0.851,1.6,2.1,0.3,2.0,2.3,2.1,0.8,0.2,9.3,2021
1105,Brad Greene,UCI,27,22.6,4.0,7.7,0.517,0.0,0.1,0.0,1.3,1.7,0.7829999999999999,1.3,2.8,2.5,5.0,7.6,0.9,0.6,1.9,9.3,2021
1106,D'Shawn Schwartz,CU,30,28.0,3.3,7.9,0.412,1.5,3.8,0.4,1.3,1.7,0.731,1.5,2.2,1.0,3.1,4.1,1.3,0.5,0.1,9.3,2021
1107,Jacob Groves,EWU,24,21.8,3.8,6.8,0.552,0.7,1.8,0.364,1.2,1.5,0.757,1.2,2.5,1.0,3.2,4.2,0.9,0.5,0.1,9.3,2021
1108,Guglielmo Caruso,SCU,18,22.6,3.7,6.9,0.528,0.4,1.1,0.368,1.6,2.4,0.674,1.8,3.0,1.2,3.6,4.8,0.9,0.2,0.9,9.3,2021
1109,Trey Doomes,UTC,9,17.2,3.6,6.4,0.552,0.3,1.2,0.273,1.9,2.8,0.68,1.8,1.9,0.8,2.7,3.4,1.7,1.3,0.2,9.3,2021
1110,Shaun Neal-Williams,CSUB,22,20.3,3.3,8.4,0.397,1.5,3.8,0.381,1.2,1.7,0.73,1.7,1.5,0.5,1.8,2.3,3.1,0.8,0.0,9.3,2021
1111,Joe Quintana,LMU,19,32.6,2.6,6.3,0.417,2.1,4.8,0.429,2.0,2.5,0.792,1.9,3.0,0.2,2.2,2.3,2.2,1.2,0.3,9.3,2021
1112,Justin Elder-Davis,CSUB,26,26.3,3.2,7.7,0.412,1.5,4.1,0.377,1.5,1.8,0.809,1.1,2.5,1.7,2.3,3.9,0.8,0.5,0.2,9.3,2021
1113,Morgan Safford,WC,23,27.5,3.3,8.0,0.405,1.5,4.5,0.33,1.3,2.1,0.612,1.4,2.6,0.7,3.8,4.4,1.2,1.0,0.2,9.3,2021
1114,Craig Beaudion,CSU,27,30.7,3.2,6.9,0.462,0.8,2.0,0.407,2.1,2.7,0.77,2.0,1.5,0.3,1.7,2.0,3.3,1.1,0.1,9.3,2021
1115,Jonathan Jackson,TSU,17,23.2,3.2,7.4,0.4320000000000001,0.3,1.1,0.263,2.6,3.6,0.738,2.1,2.3,0.3,1.5,1.8,1.9,1.1,0.6,9.3,2021
1116,La'Mel Robinson,UNO,24,21.1,3.2,7.8,0.404,0.6,2.1,0.294,2.3,3.2,0.737,2.0,2.0,0.5,1.8,2.3,1.2,1.0,0.2,9.3,2021
1117,Jaylen Fornes,NSU,21,21.3,3.2,7.4,0.439,1.2,3.1,0.394,1.6,2.4,0.66,1.0,1.6,0.8,2.3,3.1,0.8,0.8,0.0,9.3,2021
1118,Sasha Stefanovic,PU,25,29.3,2.7,6.4,0.416,2.0,5.0,0.4,1.9,2.3,0.8420000000000001,1.1,1.8,0.1,2.6,2.6,2.6,0.7,0.2,9.3,2021
1119,Evan Kuhlman,UE,25,29.0,3.5,7.6,0.455,1.8,4.5,0.402,0.5,0.7,0.722,1.1,2.5,0.4,3.2,3.6,1.9,0.4,0.7,9.3,2021
1120,Jason Strong,NU,18,26.5,3.5,7.8,0.447,1.8,4.8,0.3720000000000001,0.5,0.7,0.75,1.1,1.9,0.4,3.9,4.3,0.9,0.4,0.3,9.3,2021
1121,Tyreek Scott-Grayson,UAB,29,25.3,3.2,7.4,0.426,1.1,3.2,0.34,1.8,2.2,0.841,1.3,1.8,0.6,2.4,2.9,1.7,1.2,0.4,9.3,2021
1122,Kyle Cardaci,CSU,22,26.3,3.0,7.1,0.429,2.5,6.1,0.403,0.7,0.9,0.8420000000000001,1.0,2.2,0.4,2.5,3.0,1.0,0.7,0.0,9.3,2021
1123,Josh Nicholas,ULM,26,21.4,3.5,7.2,0.484,1.2,2.8,0.431,1.1,1.3,0.8240000000000001,0.9,1.4,0.6,1.8,2.3,1.2,0.7,0.3,9.3,2021
1124,Erik Stevenson,UW,26,26.5,3.3,9.4,0.35700000000000004,1.4,4.8,0.298,1.2,1.5,0.789,1.8,2.6,0.5,3.1,3.6,2.1,1.1,0.3,9.3,2021
1125,Dalvin White,USCU,23,28.2,3.4,7.9,0.436,1.8,4.5,0.394,0.6,1.0,0.609,1.7,1.9,0.2,2.3,2.5,3.0,1.3,0.0,9.3,2021
1126,Nana Akenten,SEMO,27,27.0,3.1,8.0,0.389,2.0,5.6,0.353,1.1,1.4,0.7440000000000001,1.9,2.4,1.0,4.7,5.8,1.0,1.3,0.4,9.3,2021
1127,Jeremiah Williams,TEM,16,32.4,3.3,7.6,0.434,0.7,2.1,0.324,1.9,3.0,0.6459999999999999,1.9,2.1,0.8,2.8,3.6,4.1,1.2,0.3,9.2,2021
1128,Jake Forrester,TEM,16,21.5,3.4,6.1,0.5670000000000001,0.0,0.0,0.0,2.4,3.6,0.667,1.9,3.0,1.8,4.6,6.4,0.1,0.1,0.4,9.2,2021
1129,LaTrell Tate,ASU,16,22.7,3.1,8.2,0.374,1.6,4.4,0.35700000000000004,1.6,2.4,0.6579999999999999,1.1,0.9,0.3,1.6,1.9,0.9,0.4,0.0,9.2,2021
1130,Seneca Knight,SJSU,4,31.0,2.8,11.2,0.244,0.5,2.8,0.182,3.2,5.0,0.65,2.5,2.8,1.5,5.8,7.2,2.0,1.2,0.0,9.2,2021
1131,Jalen Benjamin,UAB,29,21.0,3.0,8.5,0.354,1.9,5.7,0.329,1.4,1.8,0.784,1.2,1.1,0.2,1.1,1.2,1.6,0.8,0.0,9.2,2021
1132,Gabe Kalscheur,U of M,21,30.8,2.8,8.9,0.316,1.3,5.2,0.245,2.3,2.7,0.86,1.4,2.1,1.1,1.8,2.9,1.8,0.8,0.1,9.2,2021
1133,D'Rell Roberts,PVAMU,21,22.6,3.0,8.3,0.36,1.0,4.1,0.244,2.2,3.2,0.691,1.5,3.4,0.8,1.5,2.3,2.0,1.1,0.3,9.2,2021
1134,Jericho Sims,UT,26,24.7,3.6,5.2,0.691,0.0,0.0,0.0,2.0,3.8,0.52,1.6,2.5,2.2,5.1,7.2,0.7,0.7,1.1,9.2,2021
