Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Dwayne Lautier-Ogunleye,BU,33,26.2,2.3,5.3,0.443,0.6,1.9,0.297,2.4,3.4,0.696,1.3,2.5,1.4,3.3,4.7,2.7,0.5,0.1,7.6
Byron Frohnen,UTSA,35,27.3,3.1,5.8,0.534,0,0.3,0,1.4,2.1,0.658,1.2,1.9,1.9,5.4,7.2,2.1,0.9,0.4,7.6
Chaundee Brown,WF,30,20.9,2.9,7.1,0.411,0.9,2.6,0.342,0.8,1,0.806,1.2,1.4,0.9,2.1,3,1.1,0.2,0.2,7.6
Nick Norton,UAB,32,29.4,2.5,6.7,0.379,1.6,4.7,0.344,0.9,1.1,0.806,1.6,1.4,0.3,2.6,2.8,4.8,1.2,0,7.6
James Currington,SELU,27,20.4,3.2,6.1,0.524,0,0.2,0,1.1,2.3,0.492,1,2.3,2.5,2.7,5.2,0.4,1.3,0.6,7.6
Trent Steen,UAPB,34,20.5,3.1,6.8,0.463,0.1,0.3,0.222,1.2,1.9,0.646,1.8,3.3,0.8,2.6,3.4,0.5,0.9,1.3,7.6
Brandon Murphy,ISU,31,20.9,2.6,4.3,0.604,0,0,0,2.4,3.7,0.64,1.6,2.4,2.6,2.4,5,0.8,0.5,0.6,7.6
Azar Swain,YALE,31,19.7,2.5,6.2,0.401,1.7,4.5,0.391,0.8,1.2,0.722,0.6,1,0.4,2,2.4,1.2,0.5,0,7.5
Max Rothschild,PENN,33,22.4,3,5.8,0.508,0,0,0,1.6,2.5,0.639,2.2,2.7,1.7,4,5.7,2.4,0.8,0.4,7.5
B.J. Miller,TU,33,28.3,2.8,5.6,0.497,0.5,1.5,0.312,1.5,1.9,0.781,1.7,2.5,0.7,2.3,3,3.2,1.2,0.3,7.5
Troy Green,UNO,33,19.8,2.4,5.3,0.457,0.1,0.5,0.222,2.6,3.7,0.702,1.7,2.5,0.7,1.8,2.5,2,0.5,0.1,7.5
Will Emery,DART,26,23.4,2.5,5.4,0.461,0.1,0.7,0.105,2.5,3.8,0.646,1.5,1.4,1.5,3.2,4.7,0.9,0.2,0.8,7.5
Quinn Taylor,SPC,32,26.5,2.5,5.1,0.488,0.3,1.2,0.297,2.2,3,0.758,2,2.9,1.7,4,5.7,1.7,1,0.3,7.5
Jourdan Grant,UMBC,34,24.1,2.5,6.2,0.405,1.1,3,0.373,1.4,2.1,0.676,1.8,1.9,0.5,1.9,2.4,2.6,0.7,0.3,7.5
Nate Pierre-Louis,TEM,27,16.9,2.8,6,0.46,0.7,2.1,0.333,1.3,2.2,0.576,0.7,1.2,1.1,1.9,3,0.6,0.9,0.3,7.5
Greg Bowie II,UTRGV,29,21.3,2.8,7.3,0.382,1.2,3.5,0.347,0.7,1,0.7,1.3,1.6,0.6,1.7,2.3,1.4,1.1,0,7.5
Everson Davis,BU,31,23.7,2.5,5.3,0.461,0.5,1.1,0.471,2.1,2.8,0.739,1.3,1.9,0.9,2.7,3.6,2.2,0.8,0.1,7.5
Ezekiel Charles,UNO,31,21.6,2.5,5.6,0.437,1.6,3.5,0.468,1,1.3,0.732,1,1.3,1.1,2.1,3.2,1,0.6,0.2,7.5
Josh Hopkins,UNH,31,23.3,2.4,7.3,0.332,1.7,5.5,0.306,1,1.3,0.775,0.8,1.8,0.7,1.5,2.2,0.6,0.2,0.2,7.5
Tre'Larenz Nottingham,TSU,33,24.7,2.3,7,0.325,1.4,4.3,0.326,1.6,2.1,0.743,1.9,1.8,0.2,2.2,2.3,2.7,0.8,0.2,7.5
Chuma Okeke,AU,34,21.6,2.7,5.9,0.458,1,2.6,0.391,1.1,1.6,0.673,0.8,1.9,2,3.8,5.8,1.1,0.7,0.7,7.5
Jack Purchase,UH,30,25.3,2.5,6.9,0.367,1.7,5.2,0.321,0.8,1.2,0.657,1.2,2,0.8,4.3,5.1,2.1,0.5,0.5,7.5
Ade Murkey,UD,30,24.8,2.9,6.7,0.426,0,0.3,0.125,1.7,2.7,0.642,2.4,2.2,1.5,2.8,4.2,2.8,0.7,0.4,7.5
Dominique Collier,CU,32,19.8,2.2,5.8,0.386,1.3,3.4,0.389,1.8,2.4,0.727,1.3,2.6,0.2,1.3,1.5,1.4,0.6,0,7.5
Peter Jurkin,ETSU,33,17.2,2.7,4.8,0.567,0.2,0.5,0.412,1.9,2.2,0.838,1.1,1.9,1.2,3.5,4.7,0.2,0.5,1.1,7.5
Amorie Archibald,LTU,29,20.8,2.4,6.2,0.392,0.7,2.2,0.297,1.9,2.7,0.727,1.9,1.5,0.7,2,2.7,4,0.8,0.1,7.5
Derrik Smits,VAL,32,17.8,2.8,5,0.569,0,0,0,1.8,2.7,0.655,1.9,2.4,1.3,2.2,3.6,0.7,0.2,0.7,7.5
P.J. Thompson,PU,37,27.9,2.2,4.8,0.46,1.6,3.7,0.441,1.5,1.7,0.844,0.9,1.9,0.5,1.3,1.8,1.8,1.2,0.1,7.5
Niem Stevenson,TTU,37,20.5,2.5,6.4,0.394,0.9,2.2,0.398,1.5,2.2,0.687,1.1,1.4,0.7,2.3,3,1.8,0.5,0.2,7.5
Jordan Session,GSU,35,26,2.9,5.3,0.545,0.2,0.4,0.429,1.5,2.7,0.531,1.3,3.5,2.1,3.9,6,0.9,1.3,1.2,7.5
Hassan Attia,UHA,33,20.9,3.1,4.5,0.694,0,0,0,1.3,2.7,0.472,1.4,4,1.8,3.2,5,0.6,0.4,1.8,7.5
Jalen Perry,UAB,33,23,2.4,5.9,0.408,0.9,2.8,0.337,1.7,2.3,0.724,1.4,1.5,0.8,2.7,3.5,1.8,0.6,0,7.5
Michael Buckland,LIP,31,30.4,2.2,5.8,0.381,1.3,3.5,0.358,1.7,2.2,0.806,2.1,2.6,0.6,3.6,4.2,3.2,1,0.7,7.5
Sean McDermott,BU,31,23.8,2.7,5.2,0.512,1.5,3.5,0.431,0.6,0.7,0.818,0.9,2.2,1.2,2.7,3.9,1,0.7,0.2,7.5
Anfernee McLemore,AU,27,19.4,2.7,5.1,0.532,0.7,1.7,0.391,1.3,1.8,0.729,0.9,2.6,1.8,3.4,5.3,0.5,0.7,2.7,7.4
Troymain Crosby,ASU,32,19.4,2.8,6.2,0.442,0.1,1,0.094,1.8,2.5,0.738,2.1,2.9,1.4,2.9,4.3,0.7,0.7,0.2,7.4
Kameron Langley,NC A&T,35,30.5,2.5,4.9,0.515,0.4,1.2,0.357,2,2.8,0.711,2.2,2.1,0.7,2.5,3.3,5.1,1.7,0.1,7.4
Nick Hopkins,BEL,28,16.5,2.5,6,0.419,2,5,0.397,0.4,0.6,0.75,0.6,1.3,0.4,1.5,2,0.9,0.6,0,7.4
Dre Marin,SUU,31,29,2.3,5.7,0.398,1.1,3.4,0.327,1.8,2.3,0.778,1.6,2.8,0.5,3.2,3.7,2,1,0.2,7.4
Stanley Davis,MSU,31,21.8,2.8,6.7,0.42,0.3,1.3,0.225,1.5,2.1,0.723,1.9,2,0.9,2.1,3,1.7,0.7,0.1,7.4
Louie Pillari,MU,31,16.4,2.5,5.5,0.467,1.4,3.2,0.444,0.9,1,0.903,0.8,1.4,0.2,1,1.2,0.5,0.2,0.1,7.4
Jonathan Baehre,UNCA,34,21.8,3,5.6,0.539,0.7,2,0.373,0.6,0.8,0.808,1.1,2.7,1.6,3,4.6,1,0.6,1.8,7.4
Hassani Gravett,USC,30,25.9,2.5,6.3,0.399,0.9,2.9,0.322,1.5,2.1,0.688,2.3,1.9,0.6,3.1,3.6,3.6,0.4,0.2,7.4
Tyrell Johnson,ASU,33,22.2,2.7,6.4,0.417,0.9,3,0.313,1.1,1.6,0.685,1.2,2.4,1.1,3,4.1,0.6,0.2,1.1,7.4
Fabijan Krslovic,UM,34,24.9,2.7,4.8,0.564,0,0.2,0,2,2.8,0.713,1.5,2.8,1.5,3.5,5.1,1.4,0.9,0.6,7.4
Isaiah Williams,GSU,34,20,2.4,5.7,0.421,1.3,3.3,0.387,1.3,1.5,0.88,0.9,0.9,0.2,1.1,1.4,1.5,0.4,0,7.4
Antwoine Anderson,UConn,32,31.4,2.4,6.2,0.391,0.8,3,0.271,1.8,2.3,0.747,1.6,2.9,0.4,2.4,2.8,2,1.1,0.2,7.4
Isaiah Jackson,PROV,35,20.3,2.2,5.9,0.371,0.8,2.1,0.36,2.3,2.9,0.782,1.1,1.8,0.9,3.3,4.2,1.1,0.7,0.2,7.4
Darreon Reddick,TSU,30,28.3,2.2,6.4,0.337,0.9,3.1,0.298,2.1,2.9,0.724,1.9,1.6,0.4,2.6,3,1.7,0.8,0.2,7.4
Josh Martin,POLY,25,19.9,2.6,7.1,0.367,0.6,1.9,0.333,1.5,2.3,0.655,2,1.8,0.9,4.1,5,1.3,0.4,0.6,7.4
Bobby Moorehead,UM,34,31.9,2.4,6.3,0.381,1.5,4.3,0.352,1,1.4,0.714,1.1,2.2,0.8,4.3,5.1,1.2,1.2,0.5,7.4
Virshon Cotton,AKR,29,20.5,2.1,5.7,0.366,1.3,3.4,0.374,1.9,2.6,0.757,2,1.4,0.1,1.9,2,1.8,0.7,0,7.3
Jordan Bone,UT,35,23.1,2.6,6.7,0.391,0.8,2,0.38,1.3,1.6,0.821,1.3,1.1,0.2,1.8,2.1,3.5,0.7,0.1,7.3
Zavier Simpson,UM,41,26.5,2.8,6,0.467,0.6,2,0.286,1.1,2.2,0.516,1.5,1.3,0.4,2.8,3.2,3.7,1.3,0,7.3
Jordan Geist,MU,33,26.1,2.2,5.1,0.437,1,2.7,0.367,1.9,2.7,0.7,1.7,1.9,0.6,3.3,3.8,2.9,0.8,0,7.3
Tervell Beck,UNLV,33,16.2,2.7,4.5,0.595,0.3,0.8,0.36,1.7,2.8,0.62,1,1.5,1.1,1.3,2.4,0.5,0.2,0.1,7.3
Jordan Reed,UNH,27,28.1,2.6,7.7,0.33,1.8,5.8,0.312,0.4,0.5,0.846,1.7,1.9,0.5,2.1,2.6,2,0.5,0.1,7.3
Oliver Powell,LTU,32,23.5,2.9,5.3,0.553,0,0.1,0,1.4,2.2,0.657,1,1.8,1.4,3.2,4.6,0.5,0.3,0.6,7.3
Devonte Klines,MSU,32,23.3,2.7,7,0.39,0.3,1.4,0.239,1.5,2.6,0.598,1.7,2.4,0.7,1.1,1.8,1.4,0.6,0.2,7.3
Aleksandar Dozic,MAR,29,23.1,2.7,6.7,0.397,1.2,4,0.313,0.8,1.1,0.688,1.7,2.1,0.7,3.6,4.3,1.8,0.3,0.2,7.3
Isaac Johnson,ASU,33,27.5,2.3,4.8,0.487,0.2,0.8,0.231,2.5,3.9,0.628,1.6,2.3,2.5,5.8,8.4,1.5,0.9,0.5,7.3
Mitchell Ballock,CU,33,21.4,2.7,6.3,0.421,1.3,4.1,0.326,0.6,0.8,0.808,1.2,1.5,0.3,2.6,2.9,1.9,0.7,0.2,7.3
Kris Clyburn,UNLV,33,22.7,2.5,6.2,0.41,1,3.2,0.327,1.2,2.1,0.565,1.3,1.3,1.2,2,3.2,1.5,0.5,0.3,7.3
Osborn Blount,UNF,33,21.5,2.5,6.5,0.379,1.2,3.4,0.36,1.2,1.5,0.812,1.6,1.6,0.2,1.6,1.8,1.2,1.1,0,7.3
Josh Sharkey,SU,30,24.3,2.1,5,0.424,0.2,0.9,0.192,2.9,3.8,0.754,3.2,1.9,0.4,1.7,2.1,5.1,1.5,0,7.3
"James Lewis, ",UTC,27,25.9,2.5,4.9,0.508,0,0,0,2.3,3.5,0.663,2.1,2.5,2.2,3.1,5.4,0.7,0.3,0.2,7.3
Max Joseph,VAL,32,26.3,2.6,5.4,0.486,0.5,1.5,0.362,1.5,2.5,0.6,1.5,2.3,1,3.2,4.2,2.1,1.5,0.1,7.3
Cory Gensler,CAM,34,30.4,2.7,6.4,0.422,1.4,3.7,0.378,0.4,0.7,0.652,0.8,2.5,0.6,3.7,4.4,1.6,0.9,0.3,7.3
Jordan Ratliffe,VMI,27,17.4,2.7,6.9,0.389,0.9,3.1,0.271,1.1,1.4,0.744,1.5,1.4,0.9,1.6,2.4,0.7,0.7,0,7.3
Christian Juzang,HAR,31,27.3,2.3,5.5,0.409,1.2,3.1,0.396,1.5,1.7,0.887,2.2,1.6,0.3,2.5,2.8,2.6,0.5,0.2,7.3
Tyrell Sturdivant,SB,32,22.5,2.5,6.6,0.379,0.9,3.2,0.282,1.3,2.4,0.551,2,2.8,1.2,3.3,4.5,1.8,1.6,0.4,7.2
Jeremy Hemsley,SDSU,32,21.8,2.5,5.9,0.431,0.7,2.5,0.266,1.5,2.5,0.613,1.7,1.8,0.2,1.5,1.7,2.1,0.7,0.2,7.2
Bo Zeigler,GW,33,18.7,3.2,5.2,0.626,0,0,0,0.8,1.3,0.581,1.3,2.4,1.4,1.5,2.9,0.6,0.5,1.1,7.2
Solomon Young,ISU,26,27.2,2.7,5.6,0.486,0.1,0.7,0.158,1.7,2.3,0.717,0.9,2.9,2,4,5.9,0.7,0.8,0.7,7.2
Lewis Sullivan,UAB,33,19,2.9,5,0.572,0.1,0.5,0.25,1.3,1.9,0.688,1.6,2.3,1.5,2.9,4.4,0.8,0.5,0.6,7.2
Kaiser Gates,XAV,34,23.8,2.2,5.3,0.413,1.6,4.2,0.378,1.3,1.5,0.827,0.6,2.5,0.9,3.6,4.6,0.9,0.5,0.3,7.2
Trey Wade,UTEP,25,17.8,3.1,6.4,0.481,0.7,2.1,0.346,0.3,1,0.333,0.7,1.6,1.1,3,4.1,0.4,0.4,0.9,7.2
Kuba Niziol,POLY,30,18.3,2.2,6.1,0.363,1.6,4.7,0.345,1.2,1.4,0.814,0.5,1.3,0.4,1.9,2.3,0.8,0.5,0.4,7.2
Dusty Baker,WSU,31,25.5,2.1,4.5,0.457,1.4,3,0.473,1.6,1.8,0.895,1.3,1.5,0.2,3.9,4.1,3.7,0.8,0.1,7.2
Brandon Cyrus,DEP,31,27.4,2.6,6.3,0.41,0.6,1.7,0.346,1.5,2.1,0.692,1.3,1.9,1.7,1.7,3.5,1.6,0.5,0.4,7.2
Naz Bohannon,YSU,32,29.2,2.9,7.1,0.412,0.2,0.8,0.231,1.2,2.1,0.576,1.6,2.6,3.4,4.7,8.1,1.4,0.7,0.2,7.2
Konner Frey,MSU,32,16.8,2.6,4.9,0.526,0.6,1.4,0.432,1.5,2,0.734,0.7,3.1,1.7,3.3,5,0.7,0.7,0.1,7.2
Cam Bacote,UMES,32,26.5,2.7,7.3,0.362,1.4,4.7,0.298,0.5,0.6,0.789,1.3,0.9,0.3,1.5,1.8,1.9,0.5,0,7.2
Tamenang Choh,BU,27,23.2,2.7,5,0.533,0,0.2,0.167,1.8,2.9,0.636,1.6,3.5,2,3.4,5.4,1.5,0.5,0.7,7.2
Jacob Davison,EWU,34,16,2.3,4.7,0.484,0.8,1.9,0.415,1.8,2.1,0.836,1,1.7,0.6,2.1,2.8,0.6,0.8,0.3,7.2
Najee Garvin,CHAR,29,22.7,2.7,5.9,0.462,0,0.1,0,1.7,2.7,0.649,1.6,2.2,1,4,5,0.7,0.5,0.2,7.2
Byron Hawkins,MSU,30,18.7,2.3,5.3,0.443,1.2,2.9,0.398,1.3,1.9,0.702,0.8,1.5,0.5,0.8,1.3,1,0.6,0,7.2
Rashard Odomes,OU,31,21.1,2.8,5.5,0.506,0.2,0.5,0.438,1.4,2.6,0.537,0.8,1.8,1.5,1.9,3.5,1.1,0.3,0.1,7.2
De'Quon Lake,ASU,32,17.1,2.8,4,0.711,0,0,0,1.5,2.2,0.662,0.4,2.8,1.8,3.4,5.2,0.1,0.3,1.3,7.2
Austen Awosika,CSUF,32,27.2,2.5,6,0.409,0.2,1.1,0.206,2,3,0.66,1.8,1.3,0.6,3,3.6,2.7,1,0.2,7.2
Anthony Duruji,LTU,32,21.3,2.6,5.7,0.451,0.9,2.2,0.394,1.2,1.9,0.597,1.2,2.4,1.1,3,4.1,0.8,0.4,1.4,7.2
P.J. Pipes,UWGB,33,22.4,2.3,6.1,0.371,0.8,2.5,0.325,1.8,2.1,0.855,1.4,2.1,0.5,1.9,2.3,1.9,0.7,0.1,7.2
Jack Gordon,COR,27,25.3,2.3,4.9,0.477,1.5,3.4,0.43,1,1.4,0.692,1.7,2.1,0.6,1.8,2.4,1.9,0.5,0,7.1
Perris Hicks,FORD,29,24.6,2.2,5.7,0.392,1.2,3.9,0.312,1.4,1.9,0.75,0.9,2.2,0.3,1,1.2,1,1.2,0,7.1
Milija Cosic,SFC,29,18.8,2.7,5.7,0.473,0.4,1.2,0.382,1.3,1.8,0.745,1.5,2.7,1.5,1.4,3,0.3,0.3,0.2,7.1
Tyler Creammer,VMI,30,19.7,2.9,6.3,0.453,0,0,0,1.4,2,0.712,1.4,2.3,2,3.4,5.4,0.6,0.4,0.5,7.1
Quayson Williams,CIT,31,15.9,2.2,6,0.369,1.5,4.5,0.321,1.2,1.5,0.792,1.5,1.5,0.7,2.1,2.9,1.6,1.1,0.1,7.1
Josh Newkirk,IU,31,23.3,2.4,6.2,0.378,0.9,3.1,0.305,1.5,1.8,0.807,1.8,1.8,0.4,1.7,2.1,2.8,0.5,0.3,7.1
Tariq Simmons,CIT,32,15.2,2.7,7.2,0.378,0.8,2.9,0.293,0.8,1.6,0.54,1.5,0.8,0.4,1.7,2.1,1.9,0.8,0.1,7.1
Alex Peacock,TSU,33,24.6,2.5,4.8,0.506,0.7,2,0.338,1.5,2.1,0.729,1.5,2.1,1.5,3.4,5,1.8,1,0.3,7.1
Gyorgy Goloman,UCLA,33,24.4,2.6,4.7,0.548,0.5,1.3,0.429,1.4,2.3,0.627,1,3.5,1.6,2.6,4.2,1.2,0.6,1.3,7.1
Sebastian Much,PRIN,27,19.6,2.7,6,0.451,1.3,3.5,0.368,0.4,0.8,0.5,1.7,1.8,0.9,1.9,2.7,1.3,0.3,0.3,7.1
James Karnik,LU,30,22.9,2.8,6.1,0.464,0,0,0,1.4,2.3,0.632,1.4,3.4,2.4,4.2,6.5,0.5,0.5,0.3,7.1
Jaylen Minnett,IUPUI,30,21,2.3,5.8,0.399,1.7,4.2,0.405,0.8,1,0.8,1.3,1.4,0.4,0.8,1.2,1.2,0.5,0,7.1
Evan Wiley,AAMU,31,25.5,2.5,6.1,0.411,1.1,3,0.37,1,1.6,0.612,1.2,2.1,1.5,2.5,4.1,0.9,0.4,0.3,7.1
Junior Saintel,SB,32,21.4,2.8,6.1,0.449,0.2,0.8,0.24,1.4,2.1,0.662,1.4,2.1,1.6,3.1,4.7,0.6,0.9,0.8,7.1
Jaizec Lottie,UALR,32,25,2.4,6.5,0.368,0.6,2.3,0.274,1.7,2.9,0.576,2.2,2.2,0.4,2.3,2.7,2.9,1,0,7.1
Jordy Kuiper,UNCG,34,27.4,2.6,6.5,0.395,1.1,3.4,0.342,0.8,1.3,0.651,1.2,2.5,1.7,3.1,4.8,1.1,0.6,0.3,7.1
Lafayette Dorsey,PAC,24,15.4,2.5,5.7,0.449,0.6,2.1,0.3,1.4,1.6,0.846,1.1,1.4,0.3,2.3,2.6,0.6,0.5,0,7.1
Devin Peterson,WCU,30,22.4,2.6,6.6,0.401,0.6,1.7,0.38,1.2,1.7,0.673,1.5,1.7,0.4,1.7,2.1,3,0.7,0.2,7.1
Trevond Barnes,HU,34,19.7,2.6,4.6,0.561,0.2,0.7,0.25,1.8,2.5,0.698,0.9,2.7,1.5,2.8,4.2,0.6,0.3,1.3,7.1
Cartier Diarra,KSU,37,23.8,2.4,5.2,0.469,0.9,2.3,0.405,1.3,1.8,0.723,1.9,2.4,0.6,1.9,2.5,2,0.8,0.1,7.1
Elijah Davis,WC,33,20.1,2.4,6.1,0.393,0.5,2.1,0.221,1.8,2.2,0.808,1.7,2.1,1.3,3.1,4.3,0.8,0.7,0.3,7
Shane Whitfield,CAM,34,29.2,2.4,4.8,0.497,0,0.1,0,2.3,3.4,0.658,1.8,2.3,0.5,3.5,4,2.5,0.5,0.1,7
M.J. Walker,FSU,35,18.8,2.3,6.1,0.379,1.2,3.4,0.345,1.2,1.6,0.754,1.1,2.2,0.2,1.5,1.7,1.1,0.6,0.1,7
Trhae Mitchell,USA,32,29.9,2.6,5.6,0.461,0.4,1.1,0.361,1.5,2.4,0.618,1.7,2.6,1,5.1,6.1,2.6,0.9,1.4,7
Dana Batt,CU,33,21.8,2.9,4.8,0.61,0,0,0,1.1,1.5,0.725,0.8,2.5,1.5,3,4.5,0.9,0.6,1.2,7
Dominic Robb,NU,33,19.3,2.8,4.8,0.585,0,0.1,0.5,1.3,2.2,0.595,0.8,2.3,1.4,2.7,4,0.4,0.2,1.5,7
D.J. McCall,IUPUI,29,27.6,2.4,6,0.405,0.3,1.4,0.25,1.8,2.6,0.716,1.4,2.3,1.7,2.5,4.2,2,1.5,0.4,7
Quan Jackson,GSU,33,20.9,2.4,5.8,0.411,0.7,2.2,0.338,1.5,2.8,0.527,1,1.6,0.9,2.3,3.2,0.9,1.5,0.3,7
Tyler Blount,TSU,33,23.3,2.5,6,0.422,1.5,3.8,0.408,0.4,0.7,0.545,0.7,1.2,0.3,1.6,1.9,1.1,0.3,0,7
Anthony Black,UALR,26,20.9,2.7,6.5,0.42,1.3,3.6,0.351,0.3,0.4,0.636,0.8,1.5,0.4,1.8,2.2,1.6,1,0,7
Kosta Jankovic,KENN,25,21,2.7,5.9,0.459,0.3,1,0.333,1.2,1.7,0.738,1.3,1.5,0.9,2.3,3.2,1.6,0.2,0.2,7
Issa Thiam,RU,34,29,2.6,6.1,0.427,1.3,3.6,0.364,0.5,0.7,0.708,0.8,1.9,1,3.4,4.4,0.6,0.7,0.2,7
Fatts Russell,URI,34,17.9,2.4,6.9,0.352,1.1,3.9,0.298,1,1.2,0.81,0.8,2.1,0.5,1.2,1.6,1.6,0.8,0,7
Antravious Simmons,FGC,33,17.4,2.8,4.9,0.577,0,0,0,1.3,1.9,0.677,1,2.5,1.8,3.1,4.9,1.1,0.5,0.1,7
David Burrell,ETSU,33,21.8,2.7,5.6,0.484,0.5,2,0.273,1,1.6,0.604,1.3,1.8,1.5,3.4,4.8,0.9,0.5,0.6,7
Ronnie Harrell,CU,30,25.4,2.4,5.2,0.465,0.6,1.8,0.333,1.6,2,0.797,1.3,1.5,1.2,5.1,6.3,2.6,0.6,0.3,7
Raquan Mitchell,CSU,30,23.1,2.8,6.8,0.409,0.3,1.8,0.189,1.1,1.5,0.733,0.9,1.5,0.6,2.3,2.9,1.6,0.6,0.2,7
Malcolm Porter,UP,30,19.7,2.5,5.9,0.427,0.5,1.8,0.302,1.4,2,0.672,1.5,1.2,0.2,1.6,1.8,2,0.5,0,7
Keith Smith,VMI,29,26.7,2.5,6.4,0.385,1.1,2.7,0.403,0.9,1.5,0.628,2.4,1.7,0.2,2.2,2.4,3.1,1.4,0.2,7
Kavon Waller,DESU,25,28.4,2.5,7.7,0.326,1.5,5,0.294,0.4,0.7,0.611,1.4,1.6,0.8,2.9,3.7,1.8,0.2,0.4,7
Gary Chivichyan,ISU,21,15.8,2.3,5.4,0.434,1.7,3.8,0.443,0.6,1,0.619,0.4,1.2,0.1,1.2,1.4,0.2,0.1,0.1,7
Eli Pepper,LIP,33,24.3,2.6,5.2,0.497,0.5,1.7,0.268,1.3,2.4,0.538,1.8,3.1,1.8,6.1,7.9,1.9,0.5,0.7,6.9
Drick Bernstine,WSU,29,27.9,3.1,6.1,0.511,0,0,0,0.7,1.2,0.543,2.3,2.8,1.8,5,6.9,2.7,1.2,0.7,6.9
Josh Hall,UNR,35,23.7,2.6,5.2,0.503,0.4,1.4,0.3,1.2,1.7,0.717,1.2,1.7,1.2,2.7,3.9,1.4,0.6,0.4,6.9
Derek Ogbeide,UGA,33,21.9,3.1,5.2,0.591,0,0,0,0.8,1.7,0.473,1.2,2,1.8,4.3,6.2,0.7,0.3,0.9,6.9
Anthony Durham,RU,32,26.8,2.4,5.3,0.453,0.7,2,0.328,1.4,1.8,0.793,1.2,2.3,1,2.5,3.6,2.9,0.9,0.2,6.9
Doug Taylor,OU,31,24,3,5.4,0.566,0,0.1,0.333,0.8,1.5,0.532,1.4,2.8,2.4,4.8,7.2,0.7,0.5,1.9,6.9
Jalen Ray,HOF,31,21,2,5.5,0.36,1.5,3.9,0.397,1.4,1.9,0.724,0.7,2,0.2,1.2,1.4,1.2,0.8,0.2,6.9
Tristin Walley,ASU,30,21.9,2.3,5.8,0.405,1,2.7,0.354,1.3,1.8,0.691,1.4,2,1.6,2.8,4.4,0.5,0.9,0.7,6.9
Gino Littles,NAU,30,30.9,2.3,6.9,0.337,1,3.2,0.323,1.2,2.1,0.581,1.9,1.6,0.4,2.5,2.9,2.5,0.9,0,6.9
Max Montana,SDSU,26,16.4,2.3,5.8,0.388,1.6,4.3,0.363,0.8,1.1,0.714,0.7,1.8,0.7,2.2,3,0.8,0.3,0.2,6.9
Jimario Rivers,UM,32,23.8,2.5,5.2,0.485,0.2,0.5,0.333,1.7,2.4,0.724,1.8,2.6,1.4,2.2,3.6,1.9,0.6,0.5,6.9
D.J. Foreman,SLU,32,19.3,2.7,4.3,0.626,0,0,0,1.4,2.8,0.505,1.7,2.5,1.1,2.2,3.4,0.8,0.3,0.3,6.9
Jamal Johnson,UM,34,26.5,2.1,5.9,0.35,1.4,4.1,0.333,1.4,1.9,0.697,0.9,1.9,0.7,2.5,3.3,1,0.6,0.5,6.9
Marcus Stroman,LA,33,27.8,1.9,4.5,0.426,0.3,1.3,0.227,2.7,3.6,0.75,2.9,2.8,0.5,2.7,3.2,6.4,1.7,0.2,6.8
Kyle Zunic,WIN,26,18.8,2.4,5.6,0.428,1.2,3.3,0.372,0.8,1.1,0.759,1.5,1.2,0.1,1.2,1.3,1.3,0.6,0.1,6.8
Drake Lamont,WMY,32,24.3,2.9,5.8,0.505,0.1,0.2,0.4,1,1.4,0.674,0.6,2.4,1.5,2.4,3.9,1.2,0.4,0.8,6.8
Troy Thompson,PVAMU,31,18.2,2.2,6,0.364,1.5,4.3,0.341,1,1.4,0.721,1,1.2,0.8,1.3,2.1,0.8,0.6,0.3,6.8
Makol Mawien,KSU,37,20.1,2.8,4.7,0.598,0.1,0.3,0.273,1.1,1.5,0.778,1.1,3.1,1.1,2.3,3.4,0.3,0.5,1.1,6.8
E.J. Stephens,LC,30,21.1,2.7,5.2,0.516,0.8,2.1,0.371,0.7,1.1,0.606,0.6,1.1,0.3,1.9,2.3,0.8,0.3,0.3,6.8
Jack Perry,EWU,35,27.3,2.4,5.3,0.451,1.6,3.7,0.431,0.5,0.6,0.81,1.5,1.3,0.2,1.7,2,2.4,0.4,0,6.8
James Gollon,OU,31,21.6,2.2,4.7,0.456,1.1,2.9,0.385,1.4,1.5,0.875,1.2,1.6,0.5,3,3.5,1.3,1,0.2,6.8
Diago Quinn,MU,31,17.8,2.5,4.9,0.51,0,0,0,1.8,2.9,0.633,1.1,3,1.5,2.7,4.3,0.2,0.2,0.6,6.8
Alexander Gorski,UW,31,22.5,2.2,6.3,0.344,1.5,5,0.288,1,1.4,0.744,1.1,1.9,0.3,1.7,1.9,1,0.4,0,6.8
Anas Mahmoud,U of L,36,23.4,3,5.5,0.551,0,0,0,0.8,1.6,0.466,1.3,1.9,1.7,3.3,5,1,0.8,2.9,6.8
Randy Phillips,RU,36,22.8,2.6,4.8,0.544,0,0,0,1.6,2.7,0.608,1.7,2.6,2.9,2.7,5.6,0.7,0.5,1,6.8
Skyler Flatten,SDSU,35,26.3,2.4,4.9,0.494,1.6,3.2,0.491,0.4,0.6,0.714,0.4,1.2,0.5,2.7,3.1,1.2,0.5,0.3,6.8
Lucas Siewert,CU,30,18.4,2.2,4.5,0.485,1,2.2,0.448,1.4,1.7,0.824,0.9,2.1,0.9,2.1,3,0.7,0.3,0.4,6.8
