Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Khalil Richard,SC,29,23.2,3.4,7.8,0.436,1.1,2.5,0.438,1.4,1.7,0.8,1.7,1.7,0.5,1.7,2.2,1.4,0.4,0,9.2
Desmond Ringer,MER,34,25.5,3.5,5.9,0.593,0.1,0.1,0.4,2.2,2.7,0.817,1.7,2.6,2.1,3.5,5.6,0.5,0.3,0.4,9.2
Joshua Filmore,SELU,30,30.9,3.1,8,0.386,2.4,6.4,0.375,0.6,1.1,0.576,1,1,0.3,1.9,2.2,2.1,0.8,0,9.2
Denzel Keyes,NC A&T,35,22.5,3.6,7.1,0.506,0.5,1.9,0.277,1.6,2.5,0.618,0.9,2.2,2.1,3.4,5.5,0.7,0.6,0.4,9.2
Ryan Swan-Ford,AF,31,21.2,3.3,6.9,0.477,0.7,1.5,0.438,2,2.6,0.744,1.1,2.3,1.7,2.8,4.5,1.4,0.6,0.5,9.2
Willie Rodriguez,BU,31,27.5,3.7,8,0.466,0.6,2.2,0.275,1.2,2.4,0.493,1.6,2,1.5,3.4,4.9,1.2,0.6,0.8,9.2
Markel Crawford,UM,32,30.9,3,7.8,0.391,0.9,3.3,0.28,2.2,2.9,0.763,1.1,2,0.6,3.4,4,2.1,1.2,0.2,9.2
Cameron Hunter,NDSU,32,27.6,2.8,6.3,0.441,1.3,3.1,0.418,2.4,3.1,0.768,2,2.3,0.1,2.9,3,2.4,0.9,0,9.2
"Xavier McDaniel, ",UTRGV,32,19.6,3.2,8.3,0.383,0.8,2.8,0.286,2,2.7,0.747,1.4,2.8,1.3,3,4.3,0.9,0.6,0.8,9.2
Nate Kennell,BU,33,25.8,3,7.9,0.378,2.1,5.5,0.383,1.1,1.5,0.771,1.5,2.5,0.4,2.4,2.7,1.8,0.7,0.2,9.2
Logan McLane,MU,34,23.2,3.9,7.4,0.528,0.4,1.4,0.261,1.1,2.2,0.5,1.6,1.9,1.5,3.8,5.4,0.7,0.9,0.8,9.2
Tim Bond,EMU,35,31,3.5,7.7,0.463,0.9,2.5,0.349,1.3,1.9,0.677,1.8,2.1,0.8,4.1,4.9,3.5,2.4,1.1,9.2
Joshua Phillips,UTC,25,24.5,3.7,6.8,0.547,0,0,0,1.8,3.1,0.564,1.6,2.6,2.2,4,6.2,0.5,0.3,0.4,9.2
Zach Lewis,IC,31,28,3.1,7.8,0.402,1.5,4.5,0.341,1.4,1.9,0.746,1.4,2.1,0.1,2.8,2.9,3.1,1.5,0.3,9.2
Austin Luke,BEL,33,32.8,3.1,7.2,0.435,2.2,5.3,0.414,0.8,0.9,0.806,3.2,1.6,0.2,2.7,2.9,7.5,1,0.1,9.2
De'Andre Hunter,UVA,33,19.9,3.2,6.5,0.488,0.6,1.7,0.382,2.2,3,0.755,0.9,1.8,1.2,2.4,3.5,1.1,0.6,0.4,9.2
Keonta Vernon,GCU,34,23,3.7,7.1,0.517,0,0.1,0,1.8,3.3,0.559,1.2,3.4,2.3,4.4,6.7,1.4,0.8,1.1,9.2
Roschon Prince,UDM,31,22.3,3.4,6.1,0.553,0,0.2,0,2.5,3.4,0.731,1.3,2.5,2.3,2.9,5.2,1.2,0.6,0.4,9.2
Jalen Crutcher,DAY,31,31.2,3.2,7.8,0.412,1.7,5,0.338,1,1.5,0.681,2.1,2.3,0.3,2.8,3.1,4.4,1,0.1,9.2
Nico Carvacho,CSU,32,28.7,3.3,6.6,0.507,0.2,0.5,0.375,2.3,3.8,0.608,2,3.3,3.9,6.4,10.3,2.2,0.7,0.7,9.2
Jordan Bowden,UT,35,27.9,2.8,7.1,0.394,1.5,3.7,0.395,2.1,2.8,0.737,1.1,2.5,0.9,2.7,3.6,1.9,1.1,0.3,9.1
Prince Oduro,SC,31,25.6,3.9,8.1,0.484,0,0,0,1.3,4,0.333,2.1,3.2,1.5,3.5,5.1,0.7,0.2,0.7,9.1
Evan Gilyard,UTEP,31,20.2,2.8,7.5,0.381,0.8,2.9,0.292,2.6,3.1,0.844,2.2,2.3,0.3,1.6,1.9,1.6,0.8,0,9.1
Tywhon Pickford,UNI,32,29.7,3.2,8.6,0.372,0.9,3.8,0.244,1.8,2.3,0.773,1.1,1,1.9,5.9,7.8,1.2,0.6,0.3,9.1
Shaq Buchanan,MSU,32,27.4,3.7,7.2,0.506,0.6,2,0.308,1.2,1.7,0.704,1.3,2.1,1,2.9,3.9,1.1,1.6,0.4,9.1
Franklin Porter,UP,32,25.8,3.3,7.8,0.431,0.9,2.4,0.39,1.5,2,0.75,1.8,2.3,0.4,2.9,3.3,1.9,0.5,0.3,9.1
Josh Brown,TEM,33,33.2,3.4,8.1,0.417,0.9,2.4,0.392,1.5,2,0.727,1.7,2.2,0.7,3.2,3.8,3.4,0.8,0.3,9.1
"Terry Nolan, ",GW,33,29.4,2.9,7.2,0.407,1.2,3.6,0.319,2.2,3,0.717,2,2.8,0.7,2.5,3.2,2.5,1.6,0.4,9.1
Jarred Dixon,MSU,33,28.8,3.4,8.1,0.425,1,2.5,0.402,1.3,1.7,0.75,1.3,1.9,0.7,2.1,2.8,2.2,0.7,0.3,9.1
Jalen Johnson,SLU,33,27.2,2.8,6.6,0.419,1.6,4,0.394,2,2.6,0.779,1.3,2.3,0.9,2.9,3.8,0.7,0.4,0.6,9.1
Prince Ali,UCLA,33,22.9,3.1,7.1,0.44,1.1,3,0.36,1.8,2.8,0.641,1.4,1.8,0.7,2.4,3.1,1.4,0.8,0.2,9.1
Tevin King,SDSU,35,27,3.4,6.6,0.522,0.5,1.6,0.316,1.7,2.4,0.718,1.7,3.1,1.4,4.2,5.6,3,1.7,0.2,9.1
Leon Gilmore III,SFA,35,23.2,3.3,6.5,0.513,0.2,0.9,0.258,2.2,3.4,0.647,1.7,2,1.3,3.7,5,1.3,1,0.5,9.1
Cortez Mitchell,CSU,28,22.7,3.4,7.4,0.452,0.4,1.7,0.255,2,2.6,0.753,1.5,1.3,0.3,3.1,3.4,2,0.8,0.1,9.1
Rinardo Perry,UML,29,25.1,3.5,7.7,0.451,0.9,3.2,0.293,1.2,2.1,0.574,1.2,1.9,0.8,1.8,2.5,1.5,1,0.3,9.1
Charles Glover,LONG,29,27.6,3.1,7.2,0.433,1.7,4.1,0.415,1.2,1.8,0.673,2.8,2.1,0.2,3.1,3.4,1.9,0.8,0.1,9.1
Brandon Childress,WF,30,26.2,2.9,7.6,0.379,1.3,3.4,0.379,2.1,2.5,0.838,2,2.1,0.4,2.2,2.7,3.6,1,0,9.1
Devonte Boykins,NC A&T,32,31.1,3,7.6,0.397,1.8,5.2,0.337,1.3,1.8,0.741,1.4,2.2,0.5,2.6,3.1,2.3,0.8,0.1,9.1
Parker Stewart,PITT,32,26.2,2.8,7.3,0.383,2.2,5.8,0.386,1.2,1.6,0.8,0.6,1.6,0.5,2.8,3.3,0.9,0.4,0.2,9.1
Jesus Cruz,FU,33,27.1,3.6,8.4,0.431,0.8,2.9,0.281,1.1,1.9,0.556,1.5,2.8,0.9,3.5,4.4,1.4,1.6,0.2,9.1
Jaylon Hall,WRST,33,23.2,3,7.9,0.385,1,3.1,0.32,2,3.1,0.663,1.8,1.7,0.5,2,2.5,1.4,0.5,0.1,9.1
Andrew Eudy,CAM,34,24.8,3.7,7,0.534,0.7,1.6,0.453,0.9,1.1,0.795,2,2.9,1.6,3.3,4.9,2.7,1,1.9,9.1
Kareem Brewton,UM,34,24.5,3.4,8,0.423,0.6,2.4,0.229,1.8,2.7,0.652,2.1,2.1,0.9,1.7,2.7,2.4,0.9,0.1,9.1
Temidayo Yussef,LBSU,29,18.8,3.2,7.2,0.442,0,0,0,2.7,4.4,0.612,2.1,3.4,2.6,3.6,6.2,1.3,0.6,0.4,9.1
Ethan Chargois,SMU,31,21.3,3.3,7,0.463,1.1,3.4,0.333,1.4,2.5,0.571,1.3,2.6,1.5,2.9,4.4,1.1,0.8,0.7,9.1
"Donnell Gresham, ",NU,33,27.7,2.8,6.8,0.408,2,4.6,0.431,1.5,2,0.785,0.8,1.4,0.4,4,4.5,1.9,0.8,0.2,9.1
James Towns,NU,33,18.1,2.8,5.9,0.477,0.7,2,0.364,2.7,3.4,0.788,1.6,1,0.3,1.4,1.7,2.1,0.6,0,9.1
Lyrik Shreiner,CSUN,30,29.2,3.3,7.3,0.452,0.5,1.9,0.286,1.9,2.5,0.77,2.4,2.2,1.2,3.5,4.7,2,0.8,0.3,9
Jahvon Blair,GU,30,21.5,2.7,8.1,0.332,1.6,5.1,0.322,2,2.3,0.857,1.5,1.1,0.9,1.3,2.2,1.7,0.4,0,9
Malik Osborne,RU,31,27.1,3,7.2,0.414,0.7,2.7,0.265,2.4,3.7,0.638,1.8,2.2,2.3,4.2,6.5,0.8,0.6,0.8,9
Jonathan Kasibabu,FU,32,21.3,3.2,4.8,0.675,0.3,0.7,0.409,2.2,3.3,0.673,1.7,3.3,1.8,3.8,5.6,1.2,0.4,1.1,9
Bo Hodges,ETSU,32,21.2,3.4,6.7,0.512,0.2,0.8,0.24,2,3.1,0.663,1,1.8,1.1,2.3,3.5,0.9,0.8,0.7,9
Donald Carey,MSMU,32,31.4,3.1,7.5,0.408,1.2,3.3,0.364,1.7,2.1,0.818,2.7,1.9,0.3,2.3,2.7,3.4,1,0.1,9
Dejan Vasiljevic,UM,32,22.8,3.2,7.2,0.45,2.1,5.1,0.411,0.4,0.5,0.875,0.5,1.5,0.5,2,2.5,0.4,0.4,0.1,9
Graham Woodward,DU,34,23.4,2.9,7.4,0.396,1.8,4.7,0.39,1.4,1.8,0.758,1.3,1.9,0.3,1.6,1.9,1.6,0.6,0,9
Jalyn Hinton,JAC,32,23.6,3.7,5.6,0.661,0,0,0,1.6,2.8,0.562,0.7,2.1,1.8,3.5,5.3,0.5,0.7,1.1,9
"Dwayne Brown, ",USU,34,25.6,3.4,7.6,0.447,0.9,2.9,0.313,1.3,1.9,0.703,1.7,2.6,1.4,3.5,5,1.4,0.6,0.2,9
Viont'e Daniels,WSU,31,32.7,3,6.4,0.462,2.3,5,0.455,0.8,1,0.774,0.9,1.6,0.5,1.8,2.3,2,0.5,0.1,9
Kamau Stokes,KSU,30,27,2.8,7.7,0.368,1.4,4.3,0.315,2,2.6,0.766,1.9,1.3,0.4,2.1,2.5,3.4,1.2,0,9
A.J. Lawson,UNT,37,25.3,3.5,8.4,0.412,0.3,1.4,0.208,1.8,3.2,0.555,2,3.1,1.3,3.6,4.9,2.1,0.8,0.3,9
Malik Hines,UMass,33,27,3.7,5.6,0.658,0,0,0,1.6,2.2,0.73,1.7,2.7,2.3,3.8,6.1,0.8,0.4,0.8,9
Jacob Grandison,HC,31,27.5,3.2,7.3,0.442,1.2,3.9,0.317,1.3,1.7,0.741,1.8,2.4,0.8,3.8,4.5,2,0.8,0.2,9
Kam Williams,OSU,31,23.6,3.4,6.9,0.493,1.4,3,0.447,0.8,0.9,0.828,0.6,1.1,0.2,1.8,2.1,0.8,0.5,0.2,9
Montae Glenn,GSU,30,25.6,3.7,6.8,0.544,0,0,1,1.5,2.4,0.63,1.1,2.3,4.2,3.9,8.1,0.4,0.7,1.4,9
Marquis Collins,DESU,28,19.4,3,7.2,0.414,1.1,3,0.369,1.9,2.2,0.825,1.5,1.9,0.6,2.1,2.8,0.6,0.2,0.2,9
Brevin Pritzl,UW,32,29.3,2.9,7.3,0.397,1.7,4.7,0.356,1.5,1.7,0.855,0.5,1.8,0.9,2.9,3.8,1,0.8,0.2,8.9
Tamas Bruce,ASU,30,22.4,3.4,6.5,0.531,0,0,0,2.1,3.3,0.633,1.5,3.6,2.8,3,5.7,0.4,0.7,0.7,8.9
Tyson Carter,MSU,37,22.8,3.1,7.4,0.414,1.6,4.6,0.341,1.2,1.5,0.836,1,0.9,0.2,1.7,1.8,1.2,0.8,0,8.9
James Dickey,UNCG,34,27.7,3.5,6.6,0.536,0,0,0,1.9,3.2,0.583,2.4,2.5,2.9,5.5,8.4,1.3,0.8,2.1,8.9
Immanuel King,TSU,33,22.9,3.7,6.4,0.578,0,0,0,1.5,2.9,0.521,1.2,2.1,2.2,3.7,5.8,0.9,0.4,0.8,8.9
Anthony Masinton-Bonner,CSU,32,27.1,3.1,6.9,0.448,1.3,3,0.432,1.4,1.8,0.821,1.4,2.2,0.2,2.4,2.7,1.3,0.6,0.1,8.9
Christian Ellis,SIUE,30,27.2,3.2,6.9,0.471,0.2,0.8,0.304,2.2,3.6,0.611,2.7,3.6,1.1,3.4,4.5,3.4,0.8,0,8.9
Jailyn Ingram,FAU,30,26.2,3.5,8.6,0.405,0.3,1,0.258,1.6,2.4,0.69,2.5,2.5,1.2,3.1,4.3,1.5,0.6,0.3,8.9
Nick Allen,UTSA,35,24.8,3.4,6.6,0.515,0.9,2.2,0.429,1.1,1.7,0.678,1.7,2.8,1.7,3.4,5.1,1,0.5,0.4,8.9
Markell Johnson,NCST,26,29.1,3.1,6.8,0.46,1,2.5,0.409,1.6,2.7,0.609,3.2,2.4,0.6,2.8,3.4,7.3,1.7,0.2,8.9
Godwin Boahen,UIC,34,23.2,3,6.9,0.43,1.6,3.9,0.427,1.3,1.6,0.786,1.6,2.6,0.4,2.5,2.9,2.1,1.1,0.1,8.9
Andre Berry,URI,34,17.5,3.7,6.1,0.611,0,0,0,1.4,2,0.706,1.4,2.3,1.6,2.5,4,0.4,0.1,0.3,8.9
Caleb Green,HC,31,33.2,3.4,8.2,0.409,1.1,3.5,0.309,1.1,1.5,0.733,1.9,1.6,0.4,2,2.4,2.8,0.8,0,8.9
Javante McCoy,BU,31,25.6,3.2,7.3,0.444,1.3,3,0.435,1.1,1.7,0.648,1.8,1.8,0.4,2.2,2.6,1.7,0.9,0.2,8.9
Rashad Lindsey,ASU,32,29.6,3.2,7.8,0.41,0.9,2.8,0.337,1.5,1.8,0.839,1.5,1.6,0.6,1.5,2.2,2.4,0.9,0.1,8.8
Kaleb Bishop,FDU,30,23.4,3.6,6.9,0.514,0.3,0.7,0.381,1.4,2.1,0.694,1.4,2.9,2.3,4.1,6.3,0.6,0.4,0.5,8.8
Nick Fuller,USD,35,16.4,3.2,5.7,0.56,0.3,1.1,0.275,2.1,2.7,0.796,0.8,2.2,1.3,2.9,4.1,0.5,0.4,0.3,8.8
Keith Stone,UF,34,24,2.9,6.6,0.438,1.1,2.7,0.424,1.9,2.6,0.722,1.4,2.7,1.6,2.8,4.3,0.7,0.6,0.9,8.8
Jalen Lindsey,PROV,33,32.8,2.8,6.8,0.411,2.2,5.6,0.395,1,1.4,0.756,0.7,2,1.1,2.5,3.6,0.8,0.9,0.6,8.8
Ja'Quan Newton,UM,32,26.5,3.4,7.7,0.445,0.2,0.8,0.259,1.8,2.9,0.62,1.9,1.5,0.5,1.9,2.4,2.6,0.9,0.2,8.8
Stanford Robinson,URI,33,27.7,3.4,7.4,0.453,0.7,2.3,0.307,1.4,2.3,0.6,1.6,2.7,1.7,4,5.7,1.8,2.1,0.5,8.8
"Anthony Lawrence, ",UM,32,30.5,3.1,6.7,0.467,1.2,2.8,0.432,1.3,2,0.683,1.7,2.5,1.4,5.1,6.5,2.3,1.4,1,8.8
Austin Dasent,SST,32,22,2.8,7.3,0.379,1.9,5.5,0.347,1.3,2.3,0.575,1.2,1.9,0.9,2.5,3.4,1.7,1.1,0.1,8.8
Triston Chambers,SU,32,22.5,2.8,6.5,0.44,2.1,4.6,0.452,1,1.3,0.786,1.2,2.1,0.5,1.4,1.9,0.5,0.7,0.1,8.8
Marc Gosselin,WCU,31,27.2,3.4,7.3,0.462,0.9,2.4,0.37,1.2,1.5,0.771,1.9,2.9,1.9,4.6,6.5,1.5,1.1,0.6,8.8
Eric Davis,UT,26,26.2,2.9,7.3,0.397,1.5,4.4,0.348,1.5,2,0.745,0.9,1.8,0.2,2.2,2.4,0.6,0.7,0,8.8
Tyler Williams,USD,29,31.8,2.7,6,0.445,1.5,3.9,0.393,1.9,2.3,0.848,1.4,2.3,1,2.8,3.9,1.8,0.7,0.2,8.8
LaDarien Griffin,STBN,33,29.7,3.2,6.6,0.489,0,0.2,0.167,2.2,3.2,0.692,1.2,2.6,2.4,3.9,6.3,1.1,0.7,1.2,8.8
Brandan Stith,ODU,32,27.3,3.7,6.9,0.536,0,0,0,1.4,2.2,0.638,1.5,2.3,3.1,4.7,7.7,1.2,1.1,1.6,8.8
Isaiah Roby,UNL,32,24,3,5.2,0.565,0.5,1.3,0.405,2.3,3.1,0.73,1.5,3.2,1.7,4.6,6.2,1.7,0.6,2,8.8
Eddie Keith,TU,32,24.8,3.5,7.1,0.489,0.4,1.5,0.277,1.4,2.7,0.529,1.4,3.3,1.7,3.2,4.9,2.1,0.9,1.1,8.8
Develle Phillips,JMU,32,23,3.7,6.2,0.591,0,0,0,1.4,2.7,0.529,1.6,3.5,2.3,4,6.3,0.9,0.3,1.2,8.8
Obi Okolie,BU,24,25,2.8,6.6,0.424,0.5,1.8,0.256,2.7,4,0.684,1.2,1.5,0.9,3,3.9,1.5,0.5,0.2,8.8
Thatch Unruh,UCA,35,23.5,2.9,6.9,0.416,1.3,4.2,0.318,1.6,2.1,0.781,1.7,2.2,0.5,2.9,3.5,2.4,0.9,0.1,8.7
Hayden Koval,UCA,34,25.2,3.2,7,0.454,1,3,0.33,1.4,2.2,0.627,1.6,3.1,1.4,3.9,5.3,0.9,0.4,3.1,8.7
Grantham Gillard,ASU,30,21.8,2.8,7.3,0.39,1.6,5.1,0.316,1.5,2.1,0.71,0.8,2,0.9,2.7,3.6,0.8,0.9,0.1,8.7
Andre Kennedy,AAMU,29,26.3,3.7,7.3,0.498,0,0.3,0,1.4,2.5,0.562,2,2,2,3.9,5.9,0.7,0.5,0.6,8.7
Alex Hobbs,BSU,32,25.5,3.5,7.2,0.489,0.5,1.7,0.309,1.1,1.3,0.878,2.2,1.4,0.4,2.2,2.6,2.6,0.4,0,8.7
James McGee,SUU,31,29.9,2.5,6.4,0.392,1.6,4.3,0.383,2,2.7,0.759,1,2.1,0.2,1.8,2.1,2.4,0.8,0.3,8.7
JaJuan Starks,EIU,31,21.5,3.3,7.9,0.418,0.5,1.6,0.28,1.7,2.7,0.612,1.7,1.5,1.7,2.3,4,0.8,0.5,0.5,8.7
Cameron Johnson,C of C,34,32.8,3.1,6.9,0.459,1.3,3.4,0.388,1.1,1.8,0.607,1.3,2.3,0.8,2.6,3.4,1.8,0.8,0.4,8.7
Nate Hickman,COM,27,27.2,2.8,7.7,0.367,1.1,3.9,0.295,1.9,2.4,0.788,1.6,2.1,0.4,2.7,3.1,1.4,0.7,0.2,8.7
Eric Parrish,AKR,32,27,3.3,6.5,0.514,0.7,2.2,0.324,1.3,2.1,0.621,1.4,2.3,1.6,3.1,4.7,1.4,1.2,0.2,8.7
Trey Burch-Manning,USD,35,24.9,3.3,6.7,0.502,0.2,0.5,0.368,1.8,2.8,0.636,1.3,2.7,1.6,5.1,6.7,1.5,0.9,0.1,8.7
Giovanni De Nicolao,UTSA,35,27.9,3.1,7.7,0.404,1,3,0.346,1.4,2.1,0.676,2,2.7,0.4,2.9,3.3,3.5,1.4,0.1,8.7
Charles Jackson,UAPB,35,29.6,2.8,8.2,0.343,1.6,5.5,0.289,1.5,2.2,0.667,2.1,2.4,0.7,2.3,3,2.2,1.1,0.3,8.7
Ross Cummings,MER,28,17.5,2.8,6.4,0.43,2,4.7,0.432,1.1,1.5,0.762,0.6,1.3,0.2,1.4,1.6,0.5,0.3,0,8.7
Luke Meikle,POLY,31,25.5,3,8.2,0.372,1.1,3.2,0.333,1.5,1.8,0.857,1.2,2,0.9,3.3,4.3,1.2,0.5,0.3,8.7
James Bolden,WVU,37,17.2,2.9,6.8,0.429,1.9,4.5,0.411,1,1.2,0.837,1,2.1,0.7,1.2,1.9,1.1,0.9,0.2,8.7
Quentin Goodin,XAV,35,29.7,3,6.8,0.445,0.5,1.8,0.302,2.1,2.6,0.791,2.3,2.1,0.3,2.7,2.9,4.9,0.9,0.2,8.7
Lindy Waters III,OSU,35,27.1,3,6.8,0.443,1.4,3.8,0.373,1.2,1.6,0.768,1.2,2.5,0.8,2.9,3.7,2,0.9,0.4,8.7
Darryl Morsell,UMD,32,28.8,3.2,7.4,0.424,0.1,0.8,0.12,2.2,3.1,0.727,2.2,2,1.6,2.8,4.4,2,0.6,0.5,8.7
Dayon Griffin,UCF,32,27.4,3,8.5,0.351,1.8,5.4,0.322,1,1.7,0.585,1.3,1.4,0.7,3.4,4.1,1.2,0.8,0.3,8.7
Isaiah Washington,U of M,32,20,3.2,8.7,0.366,0.7,2.7,0.241,1.6,2.1,0.765,1.5,1.2,0.6,2,2.6,2.3,0.6,0.1,8.7
Austin Ajukwa,CHAR,29,27.6,2.8,7.3,0.389,0.9,2.7,0.342,2.1,2.4,0.87,2.4,2.9,0.6,2.8,3.4,0.8,1.1,0.3,8.7
T.K. Edogi,IC,34,24.1,3.6,6.4,0.569,0,0.2,0.167,1.3,1.8,0.75,1.5,2.4,2.6,4.6,7.1,0.4,0.5,1.1,8.6
Mattias Markusson,LMU,31,24.9,3.8,6.1,0.621,0,0,0,1,1.6,0.627,0.9,2.7,2.2,4.1,6.3,0.6,0.6,1.1,8.6
Norbertas Giga,JSU,36,25.3,3.2,7.7,0.417,0.5,1.8,0.277,1.7,2.3,0.744,1.8,2,2,4.4,6.3,1.6,0.4,0.7,8.6
Makur Puou,UNO,33,27.2,3.3,6.8,0.482,0,0,0,2,2.9,0.698,1.8,2,1.9,3.7,5.6,1,0.6,0.7,8.6
Kevin Puryear,MU,33,25.3,2.8,6.4,0.443,0.4,1.5,0.255,2.5,3.1,0.824,1.5,2.2,1.5,2.7,4.3,0.8,0.3,0.2,8.6
Andy Brown,FU,32,24.6,2.9,6.1,0.474,1.9,4.4,0.433,0.9,1.2,0.763,1,2,0.9,2.3,3.2,2.1,1.2,0.1,8.6
Morgan Means,SEA,34,27.6,3,7.6,0.396,0.9,3,0.282,1.7,2.1,0.795,2.4,2.4,0.6,3,3.6,2.8,0.8,0.1,8.6
Justin Ravenel,FAMU,34,25.7,2.9,7.1,0.412,1.9,4.7,0.394,0.9,1.2,0.8,0.4,1.7,0.3,1.8,2.1,1,0.6,0.1,8.6
Tom Lacey,USNA,31,26.1,2.9,5.6,0.509,0,0.2,0.167,2.8,4.2,0.672,1.7,2.4,2,4.5,6.5,1.6,0.8,0.4,8.6
Martez Cameron,MSU,31,32.6,3.2,8.6,0.371,0.3,0.9,0.357,1.9,2.7,0.694,2.9,1.9,0.9,2,2.9,4.4,1.5,0.1,8.6
Jake Allsmiller,GSU,33,25.7,2.8,7.6,0.367,2.5,7,0.358,0.5,0.7,0.739,0.4,2.6,0.3,1.3,1.6,0.6,0.3,0.2,8.6
Luke Morrison,USMA,30,19.6,3,7.3,0.416,2.2,5.2,0.414,0.4,0.5,0.733,0.8,1.9,0.8,3,3.7,1,0.3,0,8.6
Jaron Cornish,SB,27,22.1,3.1,7.8,0.4,0.8,2.8,0.289,1.6,2.4,0.646,2.8,2.7,0.7,3,3.7,2.9,1,0.5,8.6
De'Edrick Petty,AAMU,29,24.3,2.6,7.6,0.339,0.7,3.3,0.208,2.7,3.5,0.775,2.7,1.8,0.2,1.9,2.1,1.7,0.6,0.1,8.6
Rodrick Caldwell,BGSU,31,24.8,2.5,6.8,0.363,1.2,3.5,0.327,2.5,3.3,0.738,1.4,1.5,0.2,1.6,1.8,2.6,0.6,0,8.6
Khalil Iverson,UW,33,30.4,3.2,5.9,0.546,0,0.7,0,2.1,3.1,0.683,2,1.6,1.8,3.3,5.1,1.8,0.8,0.9,8.6
Travis Weatherington,UHA,33,26.6,3.1,6.5,0.481,1.8,4.2,0.421,0.5,0.6,0.9,1.5,1.6,0.5,2.2,2.7,1.1,0.9,0.1,8.6
D'Marques Tyson,UP,30,18.8,2.8,6.1,0.462,2.1,4.5,0.47,0.8,0.9,0.857,0.8,1.3,0.2,1.9,2.1,0.5,0.3,0,8.6
Kimani Jackson,NSU,32,21.1,3.2,5,0.646,0,0.1,0.25,2,3,0.677,1.7,3.6,2.4,3.3,5.8,0.4,0.7,0.8,8.6
Ceasar DeJesus,UCF,32,27.4,2.9,7.1,0.416,0.5,1.4,0.378,2.2,2.9,0.742,1.9,1.6,0.4,1.8,2.3,1.8,0.8,0,8.6
James Harrison,LU,32,18.3,3.1,7.7,0.401,1.8,5.2,0.358,0.5,0.7,0.81,0.9,2.1,0.6,1.7,2.3,0.7,0.6,0.1,8.6
V.J. King,U of L,36,25.4,2.9,7.4,0.398,0.7,2.1,0.32,2,2.7,0.735,1.4,1.8,0.6,2.7,3.3,0.9,0.6,0.1,8.6
Mitchell Wilbekin,WF,27,26.4,2.7,6.9,0.395,1.9,4.4,0.425,1.3,1.6,0.81,0.7,1.8,0.4,2,2.3,1.4,0.6,0,8.6
Preston Bungei,NSU,33,28.1,3,7.1,0.426,0.3,1,0.265,2.2,3.1,0.716,2.3,2.8,1.6,4.5,6.1,2.2,0.9,0.7,8.5
"Derrik Jamerson, ",NSU,33,25.5,3.1,7.3,0.425,2.3,5.7,0.399,0.1,0.2,0.6,0.8,2.1,1.3,1.8,3.1,0.4,0.9,0.3,8.5
Ken'Darrius Hamilton,TSU,28,23.4,3.2,7,0.456,1,3.4,0.302,1.1,1.3,0.889,2,3.5,0.9,3.2,4.2,0.8,0.7,0.5,8.5
Izayah Mauriohooho Le'Afa,CSUS,30,31,3,7.5,0.403,1.6,3.9,0.407,0.9,1.2,0.722,1.8,1.9,0.2,3.1,3.4,3.6,1.1,0.1,8.5
Zach Cooks,NJIT,30,22.1,2.9,6.4,0.455,1.4,3.2,0.432,1.4,1.9,0.732,1.7,1.1,0.4,1.8,2.2,2.1,1.6,0.2,8.5
Jalen Adaway,MU,32,28.7,3.3,6.7,0.488,0.6,2.2,0.261,1.4,2,0.703,1.3,1.5,1.3,3.6,5,0.9,0.6,0.2,8.5
Shamiel Stevenson,PITT,32,23.8,3,5.9,0.505,0.5,1.2,0.375,2.1,3.5,0.607,2.2,1.6,0.8,3.6,4.4,1,0.5,0.2,8.5
David McFarland,SIUE,29,23.6,2.9,7.8,0.37,1.3,4.6,0.284,1.4,1.8,0.774,1.2,2.6,0.7,2.7,3.3,1.5,1.1,0.1,8.5
Gavin Block,OU,31,30.4,2.9,7.8,0.366,1.6,4.8,0.327,1.2,2,0.597,1.6,2.4,0.5,3.6,4.1,3.4,0.7,0.3,8.5
Nick Daniels,OU,33,25.2,2.5,6.8,0.364,1.8,4.9,0.373,1.7,2.4,0.722,2.2,2.1,0.3,2.4,2.7,3.9,1,0.1,8.5
Triston Simpson,USD,35,30.6,3.1,6.9,0.446,0.9,2.5,0.337,1.5,2.3,0.658,1.7,1.8,0.4,1.7,2.1,3.1,0.8,0,8.5
Jamal Williams,SHSU,36,25.1,3.3,6.4,0.513,0.3,0.7,0.417,1.7,2.6,0.652,1.4,1.6,2.1,3.3,5.5,1.8,1.1,0.1,8.5
Londell King,MSU,26,19.9,3.2,5.9,0.539,0.5,1.5,0.308,1.7,2.4,0.694,2,3,2.7,4,6.7,0.7,0.6,1,8.5
Jack Williams,PAC,32,31,3.1,8,0.388,1.2,3.7,0.339,1.1,1.7,0.642,1,2,1.4,4.6,5.9,0.9,0.3,0.3,8.5
Justin Carpenter,SEMO,30,21.4,3.3,6.3,0.524,0.2,0.7,0.273,1.7,2.5,0.671,1.2,2.7,1.9,2.8,4.7,0.7,0.4,0.4,8.5
Kevin Mickle,OU,28,20.9,3.5,7.2,0.483,0.2,0.6,0.278,1.3,2,0.661,1.3,1.8,1.2,2.5,3.7,0.9,0.8,0.4,8.5
